material_number,fiscal_month,pcf_amt,pcf_units
DT04-6P-E005,2023M6,80163,99637
DT04-6P-E008,2023M6,5289,2034
DT04-6P-EP13,2023M6,47689,12217
DT04-6P-EP14,2023M6,55487,12642
DT04-6P-P004,2023M6,3999,5663
DT04-6P-P021,2023M6,9573,1711
DT06-08SA,2023M6,158293,119231
DT06-08SA-C015,2023M6,84589,48578
DT06-08SA-CE04,2023M6,555,223
DT06-08SA-CE05,2023M6,41999,31618
DT06-08SA-CE06,2023M6,24551,20508
DT06-08SA-CE10,2023M6,55470,33195
DT06-08SA-CE11,2023M6,96354,48055
DT06-08SA-CE12,2023M6,33111,9428
DT06-08SA-CE13,2023M6,11097,4205
DT06-08SA-E003,2023M6,6196,4107
DT06-08SA-E008,2023M6,21430,13544
DT06-08SA-EP04,2023M6,1661,1170
DT06-08SA-EP06,2023M6,12393,7001
DT06-08SA-EP07,2023M6,2389,1709
DT06-08SA-EP08,2023M6,62480,57765
DT06-08SA-P004,2023M6,4785,4402
DT06-08SA-P012,2023M6,27561,26132
DT06-08SB,2023M6,7431,4065
DT06-08SB-C015,2023M6,6749,2767
DT06-08SB-CE01,2023M6,794,339
DT06-08SB-CE05,2023M6,14004,7702
DT06-08SB-CE06,2023M6,7171,3896
DT06-08SB-EP06,2023M6,1215,727
DT06-08SB-P012,2023M6,6925,4488
DT06-08SC,2023M6,1509,711
DT06-08SC-CE01,2023M6,52,21
DT06-08SC-CE05,2023M6,895,522
DT06-08SC-EP06,2023M6,153,68
DT06-08SD,2023M6,427,178
DT06-08SD-CE05,2023M6,0,0
DT06-12S-B031,2023M6,17973,9221
DT06-12SA,2023M6,179512,119467
DT06-12SA-B016,2023M6,24579,12190
DT06-12SA-C015,2023M6,89521,41656
DT06-12SA-C017,2023M6,13534,6052
DT06-12SA-CE01,2023M6,25788,10168
DT06-12SA-CE02,2023M6,6357,2924
DT06-12SA-CE04,2023M6,680,185
DT06-12SA-CE05,2023M6,91330,53013
DT06-12SA-CE06,2023M6,71848,45029
DT06-12SA-CE10,2023M6,71055,39470
DT06-12SA-CE11,2023M6,75956,44034
DT06-12SA-CE12,2023M6,12376,3545
DT06-12SA-CE13,2023M6,22837,8564
DT06-12SA-E003,2023M6,3438,1322
DT06-12SA-E008,2023M6,35511,15897
DT06-12SA-EP04,2023M6,1677,645
DT06-12SA-EP06,2023M6,15720,7404
DT06-12SA-EP07,2023M6,5922,2581
DT06-12SA-EP08,2023M6,145524,96449
DT06-12SA-EP20,2023M6,946,290
DT06-12SA-P004,2023M6,2370,1334
DT06-12SA-P012,2023M6,56743,34494
DT06-12SB,2023M6,60050,29171
DT06-12SB-B016,2023M6,11085,4576
DT06-12SB-C015,2023M6,13951,6109
DT06-12SB-C017,2023M6,9257,1656
DT06-12SB-CE01,2023M6,439,174
DT06-12SB-CE05,2023M6,72868,34351
DT06-12SB-CE06,2023M6,28310,13889
DT06-12SB-CE13,2023M6,2941,793
DT06-12SB-EP06,2023M6,29382,18666
DT06-12SB-P012,2023M6,50692,25129
DT06-12SC,2023M6,16625,6934
DT06-12SC-B016,2023M6,6389,2390
DT06-12SC-C015,2023M6,2133,1026
DT06-12SC-CE04,2023M6,203,43
DT06-12SC-CE05,2023M6,9920,4313
DT06-12SC-CE06,2023M6,4959,2152
DT06-12SC-EP06,2023M6,8830,4335
DT06-12SC-P012,2023M6,15693,7190
DT06-12SD,2023M6,29991,14713
DT06-12SD-B016,2023M6,4785,1710
DT06-12SD-C015,2023M6,707,242
DT06-12SD-CE05,2023M6,4415,1567
DT06-12SD-CE06,2023M6,10334,5215
DT06-12SD-EP06,2023M6,11897,4296
DT06-12SD-P012,2023M6,5657,2356
DT06-2S,2023M6,486347,1632192
DT06-2S-C015,2023M6,94460,266377
DT06-2S-CE01,2023M6,92042,165617
DT06-2S-CE04,2023M6,17540,24508
DT06-2S-CE05,2023M6,421376,1163317
DT06-2S-CE06,2023M6,217808,837207
DT06-2S-CE13,2023M6,105727,130555
DT06-2S-E003,2023M6,11068,21888
DT06-2S-E004,2023M6,9160,24067
DT06-2S-E005,2023M6,9877,16659
DT06-2S-E008,2023M6,76979,103950
DT06-2S-EP04,2023M6,6833,12561
DT06-2S-EP06,2023M6,325550,1055626
DT06-2S-EP11,2023M6,10421,15322
DT06-2S-LC01,2023M6,57725,56919
DT06-2S-P004,2023M6,13042,44438
DT06-2S-P012,2023M6,135822,573355
DT06-3S,2023M6,123706,310227
DT06-3S-C015,2023M6,94114,209476
DT06-3S-C017,2023M6,3265,2972
DT06-3S-CE01,2023M6,21886,27653
DT06-3S-CE04,2023M6,25293,28824
DT06-3S-CE05,2023M6,124690,259255
DT06-3S-CE06,2023M6,45056,99209
DT06-3S-CE13,2023M6,43147,42159
DT06-3S-CL08,2023M6,8370,4257
DT06-3S-CP01,2023M6,2665,2343
DT06-3S-E004,2023M6,2345,3638
DT06-3S-E008,2023M6,107291,170791
DT06-3S-EP05,2023M6,27,17
DT06-3S-EP06,2023M6,92908,218055
DT06-3S-EP09,2023M6,42243,65036
DT06-3S-EP10,2023M6,28997,11875
DT06-3S-EP11,2023M6,19874,26215
DT06-3S-LC01,2023M6,10027,9266
DT06-3S-P012,2023M6,50888,140982
DT06-3S-PE01,2023M6,18420,8022
DT06-3S-PP01,2023M6,30388,10324
DT06-4S,2023M6,202277,356800
DT06-4S-C015,2023M6,98474,136042
DT06-4S-CE01,2023M6,24660,24285
DT06-4S-CE02,2023M6,7525,11659
DT06-4S-CE04,2023M6,8254,4600
DT06-4S-CE05,2023M6,152510,219327
DT06-4S-CE06,2023M6,103150,176264
DT06-4S-CE13,2023M6,60820,50460
DT06-4S-E003,2023M6,4312,3134
DT06-4S-E004,2023M6,3237,4160
DT06-4S-E005,2023M6,707,695
DT06-4S-E008,2023M6,40423,32107
DT06-4S-EP06,2023M6,110846,177774
DT06-4S-EP11,2023M6,7146,5479
DT06-4S-P012,2023M6,76293,129819
DT06-6S,2023M6,223090,273398
DT06-6S-C015,2023M6,49820,56092
DT06-6S-CE01,2023M6,17281,13646
DT06-6S-CE02,2023M6,7881,6270
DT06-6S-CE05,2023M6,118751,127864
DT06-6S-CE06,2023M6,125973,163471
DT06-6S-CE13,2023M6,32225,17796
DT06-6S-E004,2023M6,4912,4484
DT06-6S-E008,2023M6,15823,4598
DT06-6S-EP06,2023M6,90857,117011
DT06-6S-EP11,2023M6,9364,5124
DT06-6S-P004,2023M6,7335,7950
DT06-6S-P012,2023M6,173982,218178
DT13-08PA,2023M6,24797,6637
DT13-08PB,2023M6,2420,383
DT13-08PC,2023M6,150,27
DT13-08PD,2023M6,0,0
DT13-12PA,2023M6,92088,17742
DT13-12PA-B016,2023M6,5157,888
DT13-12PA-G003,2023M6,2368,226
DT13-12PB,2023M6,6842,1681
DT13-12PB-B016,2023M6,6389,1155
DT13-12PC,2023M6,1622,453
DT13-12PC-B016,2023M6,15846,3717
DT13-12PD,2023M6,1760,291
DT13-12PD-B016,2023M6,17902,4657
DT13-2P,2023M6,5642,2145
DT13-48PABCD-R015,2023M6,84980,2799
DT13-4P,2023M6,25803,6811
DT13-6P,2023M6,99453,23986
DT15-08PA,2023M6,33614,9428
DT15-08PA-G003,2023M6,2237,300
DT15-08PD,2023M6,0,0
DT15-12PA,2023M6,77040,20046
DT15-12PA-B016,2023M6,2732,642
DT15-12PA-B028,2023M6,12447,3183
DT15-12PA-G003,2023M6,958,64
DT15-12PB,2023M6,14193,2768
DT15-12PB-B016,2023M6,1676,373
DT15-12PC,2023M6,12184,2363
DT15-12PC-B016,2023M6,2330,476
DT15-12PD,2023M6,7187,1538
DT15-2P,2023M6,6344,1945
DT15-2P-P010,2023M6,611,381
DT15-3P-R009,2023M6,18467,6300
DT15-4P,2023M6,29056,9500
DT15-6P,2023M6,52126,15298
DT15-6P-G003,2023M6,1493,160
DT15-6P-GP01,2023M6,1504,413
DTF13-12PA,2023M6,14897,3294
DTF13-12PA-G003,2023M6,1620,221
DTF13-12PB,2023M6,5113,1043
DTF13-12PC,2023M6,9784,1309
DTF13-12PD,2023M6,3883,446
DTF13-2P,2023M6,4724,1659
DTF13-3P,2023M6,1567,398
DTF13-3P-1939,2023M6,0,0
DTF13-4P,2023M6,12553,3953
DTF13-4P-G003,2023M6,0,0
DTF13-6P,2023M6,17938,4688
DTF13-6P-G003,2023M6,71070,12376
DTF15-12PA,2023M6,51613,13738
DTF15-12PA-G003,2023M6,2662,348
DTF15-12PB,2023M6,18763,5286
DTF15-12PB-G003,2023M6,424,56
DTF15-12PC,2023M6,15058,5317
DTM04-08PA,2023M6,56485,38699
DTM04-08PA-E003,2023M6,835,505
DTM04-08PA-E005,2023M6,16703,15886
DTM04-08PA-EE04,2023M6,1156,805
DTM04-08PA-EE08,2023M6,0,0
DTM04-08PB,2023M6,13049,6914
DTM04-08PD,2023M6,529,195
DTM04-12PA,2023M6,129720,75793
DTM04-12PA-E003,2023M6,17910,6641
DTM04-12PA-L012,2023M6,21395,5618
DTM04-12PB,2023M6,25416,14318
DTM04-12PB-L012,2023M6,1530,310
DTM04-12PC,2023M6,4796,2217
DTM04-12PD,2023M6,7205,3380
DTM04-12PD-EE04,2023M6,1205,885
DTM04-12PD-L012,2023M6,480,132
DTM04-2P-E003,2023M6,9430,14997
DTM04-2P-E005,2023M6,8379,7812
DTM04-2P-E007,2023M6,18236,12122
DTM04-2P-EE03,2023M6,1686,1893
DTM04-2P-EP10,2023M6,106225,53008
DTM04-2P-P006,2023M6,34764,14683
DTM04-2P-P007,2023M6,49577,9728
DTM04-3P,2023M6,79420,111247
DTM04-3P-E003,2023M6,9785,9549
DTM04-3P-E004,2023M6,10595,13767
DTM04-4P,2023M6,162472,182972
DTM04-4P-E003,2023M6,46556,37262
DTM04-4P-E004,2023M6,17060,17282
DTM04-4P-E005,2023M6,4037,2457
DTM04-6P-E003,2023M6,30318,18277
DTM04-6P-E005,2023M6,52931,31297
DTM06-08SA,2023M6,51195,64294
DTM06-08SA-E007,2023M6,903,561
DTM06-08SA-EE04,2023M6,3067,2610
DTM06-08SA-EE08,2023M6,3723,2214
DTM06-08SB,2023M6,8662,6500
DTM06-08SC,2023M6,18,9
DTM06-12SA,2023M6,182714,179851
DTM06-12SA-E003,2023M6,3003,2230
DTM06-12SA-E007,2023M6,16768,9625
DTM06-12SB,2023M6,67945,54173
DTM06-12SB-E007,2023M6,5730,2779
DTM06-12SC,2023M6,22939,20479
DTM06-12SC-E007,2023M6,884,410
DTM06-12SD,2023M6,16073,12030
DTM06-12SD-EE04,2023M6,1640,1228
DTM06-2S,2023M6,100289,374859
DTM06-2S-E003,2023M6,4702,8368
DTM06-2S-E004,2023M6,24518,92940
DTM06-2S-E005,2023M6,6872,6593
DTM06-2S-E007,2023M6,17750,26829
DTM06-2S-EP10,2023M6,14481,7378
DTM06-2S-P006,2023M6,52335,30514
DTM06-3S,2023M6,74345,139976
DTM06-3S-C017,2023M6,1851,2400
DTM06-3S-E004,2023M6,7523,13207
DTM06-3S-E007,2023M6,22133,21984
DTM06-4S-E004,2023M6,10594,14148
DTM06-4S-E007,2023M6,11590,8451
DTM06-6S,2023M6,103284,150323
DTM06-6S-C017,2023M6,1791,1800
DTM06-6S-E004,2023M6,11713,14485
DTM06-6S-E005,2023M6,18765,16249
DTM06-6S-E007,2023M6,27499,23470
DTM06-6S-EE03,2023M6,1045,666
DTM06-6S-EE04,2023M6,13857,14263
DTM13-08PA-R004,2023M6,3303,345
DTM13-12PA,2023M6,26417,4986
DTM13-12PA-G003,2023M6,32241,4375
DTM13-12PA-GR01,2023M6,4557,351
DTM13-12PA-NP02,2023M6,1721,250
DTM13-12PA-R008,2023M6,62138,8774
DTM13-12PB,2023M6,2748,369
DTM13-12PB-R008,2023M6,4402,416
DTM1312PA12PBGR01,2023M6,21445,1039
DTM1312PA12PBR008,2023M6,143648,13868
DTM1312PA12PCR008,2023M6,12531,1050
DTM1312PC12PBR008,2023M6,176004,20265
DTM1312PC12PDR008,2023M6,104883,11583
DTM15-12PA,2023M6,15471,3685
DTM15-12PA-G003,2023M6,83286,9875
DTM15-12PB,2023M6,15407,2023
DTMF15-48P,2023M6,20665,2540
DTMH06-2SA,2023M6,84711,232783
DTP04-2P-CE01,2023M6,0,0
DTP04-2P-CE02,2023M6,0,0
DTP04-2P-E003,2023M6,35459,19154
DTP04-2P-EE01,2023M6,3072,1362
DTP04-4P,2023M6,133111,62529
DTP04-4P-C015,2023M6,21868,14460
DTP04-4P-E003,2023M6,42644,18517
DTP04-4P-E004,2023M6,9211,3707
DTP06-2S-CE01,2023M6,2751,1237
DTP06-2S-E003,2023M6,20292,16539
DTP06-2S-EE01,2023M6,3037,1083
DTP06-4S-E003,2023M6,24707,14952
DTP06-4S-EE01,2023M6,2888,1176
DTP10-4P,2023M6,14270,1753
DTP13-4P,2023M6,33273,3285
DTP15-4P,2023M6,5363,525
HD10-9-96P-N005,2023M6,11953,2428
HD34-18-14PE,2023M6,59175,7760
HD34-18-14PE-072,2023M6,5629,528
HD34-18-14PN,2023M6,45869,5837
HD34-18-14PN-059,2023M6,97522,5820
HD34-18-14PN-072,2023M6,2047,214
HD34-18-14PT,2023M6,129,9
HD34-18-14SE,2023M6,3683,297
HD34-18-14SE-059,2023M6,3471,192
HD34-18-14SN,2023M6,4508,417
HD34-18-20PN,2023M6,6481,601
HD34-18-20SN,2023M6,3763,392
HD34-18-21PN,2023M6,11484,1387
HD34-18-21SN,2023M6,7964,748
HD34-18-6PN,2023M6,3410,381
HD34-18-6SN,2023M6,372,35
HD34-18-8PE,2023M6,4867,482
HD34-18-8PN,2023M6,9037,991
HD34-18-8SE,2023M6,1085,97
HD34-18-8SN,2023M6,4026,479
HD34-24-14PE,2023M6,1045,115
HD34-24-14SN,2023M6,4354,465
HD34-24-16PE,2023M6,10395,1246
HD34-24-16PE-059,2023M6,2395,118
HD34-24-16PN,2023M6,4101,464
HD34-24-16SN,2023M6,309,34
HD34-24-16SN-059,2023M6,9,1
HD34-24-16SN-072,2023M6,759,60
HD34-24-16SN-L005,2023M6,49,5
HD34-24-19PE,2023M6,31391,3613
HD34-24-19PN,2023M6,2318,251
HD34-24-19PN-059,2023M6,1836,93
HD34-24-19SE-059,2023M6,963,55
HD34-24-19SN,2023M6,4296,424
HD34-24-21PE-059,2023M6,5078,311
HD34-24-21PN,2023M6,4702,515
HD34-24-21SE,2023M6,2293,217
HD34-24-21SE-059,2023M6,17662,754
HD34-24-21SN,2023M6,5321,532
HD34-24-23PE,2023M6,15123,1691
HD34-24-23PE-059,2023M6,2049,72
HD34-24-23PE-R010,2023M6,0,0
HD34-24-23PN,2023M6,14049,1450
HD34-24-23PN-059,2023M6,15170,779
HD34-24-23SE,2023M6,7010,749
HD34-24-23SE-059,2023M6,2680,110
HD34-24-23SN,2023M6,2559,292
HD34-24-23SN-059,2023M6,1314,66
HD34-24-23SN-072,2023M6,381,29
HD34-24-23ST,2023M6,4657,540
HD34-24-29PE,2023M6,8735,846
HD34-24-29SE,2023M6,3242,415
HD34-24-31PE,2023M6,35534,4085
HD34-24-31PE-059,2023M6,4767,297
HD34-24-31PE-L005,2023M6,201,15
HD34-24-31PT,2023M6,26118,2910
HD34-24-31PT-059,2023M6,8940,471
HD34-24-31PT-072,2023M6,488,33
HD34-24-31PT-B019,2023M6,54980,1631
HD34-24-31SE,2023M6,12599,1629
HD34-24-31SE-059,2023M6,2493,93
HD34-24-31ST,2023M6,6459,646
HD34-24-31ST-059,2023M6,1431,61
HD34-24-35PN,2023M6,1435,137
HD34-24-35SN,2023M6,4454,408
HD34-24-47PE,2023M6,122967,12225
HD34-24-47PE-059,2023M6,4286,153
HD34-24-47PE-072,2023M6,2845,209
HD34-24-47SE,2023M6,8229,781
HD34-24-91PE,2023M6,19760,2251
HD34-24-91PE-059,2023M6,2346,139
HD34-24-91PN,2023M6,9563,931
HD34-24-91PN-059,2023M6,4321,265
HD34-24-91PN-072,2023M6,1840,143
HD34-24-9PN,2023M6,14236,1331
HD36-18-14PE,2023M6,1511,148
HD36-18-14PE-059,2023M6,9214,348
HD36-18-14PN,2023M6,1236,110
HD36-18-14PN-059,2023M6,3186,172
HD36-18-14SE,2023M6,26081,2541
HD36-18-14SE-059,2023M6,13367,759
HD36-18-14SE-072,2023M6,1398,90
HD36-18-14SN,2023M6,17652,1716
HD36-18-14SN-059,2023M6,79768,4307
HD36-18-14SN-072,2023M6,64017,4911
HD36-18-20PN,2023M6,12291,1199
HD36-18-20SN,2023M6,1626,138
HD36-18-20SN-059,2023M6,9209,427
HD36-18-21PN,2023M6,6967,683
HD36-18-21SN,2023M6,8267,941
HD36-18-21SN-059,2023M6,13416,711
HD36-18-21SN-072,2023M6,0,0
HD36-18-6SN-C030,2023M6,361,24
HD36-18-8PE,2023M6,907,99
HD36-18-8PN,2023M6,2738,323
HD36-18-8SN,2023M6,3709,309
HD36-18-8SN-059,2023M6,11421,580
HD36-18-8SN-072,2023M6,71,4
HD36-24-14SE,2023M6,777,85
HD36-24-14SN,2023M6,0,0
HD36-24-14SN-059,2023M6,583,29
HD36-24-16PN,2023M6,1895,143
HD36-24-16PN-059,2023M6,1670,66
HD36-24-16SE,2023M6,455,54
HD36-24-16SE-072,2023M6,0,0
HD36-24-16SN,2023M6,7258,726
HD36-24-16SN-059,2023M6,4173,238
HD36-24-18PE,2023M6,0,0
HD36-24-18PN,2023M6,3842,415
HD36-24-18SN,2023M6,2294,194
HD36-24-19PE-059,2023M6,1018,45
HD36-24-19SE,2023M6,4097,400
HD36-24-19SE-072,2023M6,45013,4299
HD36-24-19SN,2023M6,9101,655
HD36-24-19SN-059,2023M6,3686,180
HD36-24-21PE,2023M6,1662,147
HD36-24-21PE-059,2023M6,7835,330
HD36-24-21PE-072,2023M6,66,6
HD36-24-21PN-059,2023M6,2788,92
HD36-24-21SE,2023M6,2362,218
HD36-24-21SE-059,2023M6,2314,104
HD36-24-21SN,2023M6,4720,563
HD36-24-21SN-059,2023M6,2756,140
HD36-24-21SN-072,2023M6,3421,319
HD36-24-23PE,2023M6,10278,975
HD36-24-23PE-059,2023M6,2939,97
HD36-24-23PE-072,2023M6,785,37
HD36-24-23PE-L006,2023M6,350,15
HD36-24-23PN,2023M6,3201,285
HD36-24-23PN-072,2023M6,4153,278
HD36-24-23SE,2023M6,12361,1316
HD36-24-23SE-059,2023M6,4685,184
HD36-24-23SE-L005,2023M6,1,0
HD36-24-23SN,2023M6,7742,762
HD36-24-23SN-059,2023M6,12857,675
HD36-24-23SN-072,2023M6,3363,306
HD36-24-29PE,2023M6,5666,464
HD36-24-29SE,2023M6,8164,780
HD36-24-29SE-059,2023M6,2887,168
HD36-24-29SE-L005,2023M6,19,1
HD36-24-31PE,2023M6,15206,1613
HD36-24-31PE-059,2023M6,5484,210
HD36-24-31PE-072,2023M6,3772,166
HD36-24-31PT,2023M6,6853,587
HD36-24-31PT-059,2023M6,3563,158
HD36-24-31PT-072,2023M6,405,28
HD36-24-31SE,2023M6,19771,1835
HD36-24-31SE-059,2023M6,36858,1657
HD36-24-31SE-072,2023M6,2792,120
HD36-24-31SE-B019,2023M6,18911,996
HD36-24-31SE-L005,2023M6,9133,368
HD36-24-31ST,2023M6,18070,1772
HD36-24-31ST-059,2023M6,19401,868
HD36-24-31ST-072,2023M6,1243,87
HD36-24-31ST-B019,2023M6,13223,465
HD36-24-31ST-L006,2023M6,0,0
HD36-24-33PN,2023M6,58,3
HD36-24-33PN-059,2023M6,4813,182
HD36-24-33SN,2023M6,707,62
HD36-24-33SN-059,2023M6,310,18
HD36-24-35PN,2023M6,2017,160
HD36-24-35PN-059,2023M6,1164,50
HD36-24-47PE,2023M6,7500,615
HD36-24-47SE,2023M6,88580,10095
HD36-24-47SE-059,2023M6,9339,395
HD36-24-47SE-072,2023M6,6869,345
HD36-24-47SE-L005,2023M6,13910,470
HD36-24-91SN,2023M6,1,0
HD36-24-91SN-059,2023M6,7958,368
HD36-24-9PN-059,2023M6,159,8
HD36-24-9SN,2023M6,13900,1400
HDB36-18-14PE-059,2023M6,0,0
HDB36-18-14SN,2023M6,159,10
HDB36-24-18PN-059,2023M6,1511,45
HDB36-24-31SE-059,2023M6,12721,422
HDB36-24-91SE-059,2023M6,23984,1013
HDB36-24-91SN-059,2023M6,40392,1763
HDP24-18-14PE,2023M6,59776,10388
HDP24-18-14PE-L017,2023M6,16498,2186
HDP24-18-14PN,2023M6,28657,5219
HDP24-18-14PN-L017,2023M6,2788,346
HDP24-18-14SE,2023M6,63057,11172
HDP24-18-14SE-L017,2023M6,131669,39650
HDP24-18-14SN,2023M6,13611,2355
HDP24-18-20PE,2023M6,5328,832
HDP24-18-20PE-L017,2023M6,7988,821
HDP24-18-20PN,2023M6,37456,6756
HDP24-18-20SN,2023M6,6949,1202
HDP24-18-21PN,2023M6,23226,3737
HDP24-18-21PN-L017,2023M6,6666,842
HDP24-18-21SN,2023M6,5707,1020
HDP24-18-21SN-L017,2023M6,1472,125
HDP24-18-6PN,2023M6,18855,3412
HDP24-18-6PN-C030,2023M6,19898,3129
HDP24-18-6PN-L017,2023M6,13371,1786
HDP24-18-8PE,2023M6,8026,1205
HDP24-18-8PE-L017,2023M6,4079,593
HDP24-18-8PN,2023M6,8600,1451
HDP24-18-8SE,2023M6,2371,297
HDP24-18-8SN,2023M6,12374,2206
HDP24-24-14PE,2023M6,115,15
HDP24-24-14PN,2023M6,10250,1483
HDP24-24-14SN,2023M6,10209,1576
HDP24-24-14SN-L017,2023M6,770,153
HDP24-24-16PE,2023M6,33345,4891
HDP24-24-16PE-L017,2023M6,22755,2548
HDP24-24-16PN,2023M6,3353,454
HDP24-24-16PN-L017,2023M6,388,33
HDP24-24-16SE,2023M6,8851,1308
HDP24-24-16SN,2023M6,4125,497
HDP24-24-18PE,2023M6,24302,3686
HDP24-24-18PE-L015,2023M6,2343,271
HDP24-24-18PE-L017,2023M6,11102,1081
HDP24-24-18PN,2023M6,13600,1902
HDP24-24-18PN-L017,2023M6,1538,114
HDP24-24-18SE,2023M6,4562,510
HDP24-24-18SE-L017,2023M6,4748,490
HDP24-24-18SN,2023M6,2448,332
HDP24-24-19PE,2023M6,89204,13051
HDP24-24-19PE-L015,2023M6,4705,537
HDP24-24-19PE-L017,2023M6,76764,10009
HDP24-24-19PN,2023M6,16349,2430
HDP24-24-19PN-L015,2023M6,342,31
HDP24-24-19PN-L017,2023M6,9798,1254
HDP24-24-19SE,2023M6,10055,1330
HDP24-24-19SE-L015,2023M6,292,29
HDP24-24-19SE-L017,2023M6,6839,692
HDP24-24-19SN,2023M6,10803,1658
HDP24-24-19SN-L015,2023M6,0,0
HDP24-24-19SN-L017,2023M6,2016,187
HDP24-24-21PE,2023M6,78289,12417
HDP24-24-21PE-L015,2023M6,5605,608
HDP24-24-21PE-L017,2023M6,10284,1219
HDP24-24-21PN,2023M6,27747,4129
HDP24-24-21PN-L015,2023M6,1799,251
HDP24-24-21PN-L017,2023M6,20454,2239
HDP24-24-21SE,2023M6,17354,2067
HDP24-24-21SE-L015,2023M6,1526,161
HDP24-24-21SE-L017,2023M6,16734,1832
HDP24-24-21SN,2023M6,4462,672
HDP24-24-21SN-L017,2023M6,623,50
HDP24-24-23PE,2023M6,47569,8191
HDP24-24-23PE-L015,2023M6,5812,686
HDP24-24-23PE-L017,2023M6,52818,6896
HDP24-24-23PN,2023M6,42277,6959
HDP24-24-23PN-L015,2023M6,412,24
HDP24-24-23PN-L017,2023M6,7602,909
HDP24-24-23PT,2023M6,16803,2730
HDP24-24-23SE,2023M6,13823,1815
HDP24-24-23SE-L015,2023M6,12302,1525
HDP24-24-23SE-L017,2023M6,6567,725
HDP24-24-23SN,2023M6,6088,802
HDP24-24-23SN-L017,2023M6,19,2
HDP24-24-23ST,2023M6,439,49
HDP24-24-29PE,2023M6,112696,18298
HDP24-24-29PE-L015,2023M6,21553,2658
HDP24-24-29PE-L017,2023M6,49210,6685
HDP24-24-29SE,2023M6,26534,3379
HDP24-24-29SE-L015,2023M6,10127,1405
HDP24-24-29SE-L017,2023M6,14101,1386
HDP24-24-31PE,2023M6,154511,27621
HDP24-24-31PE-L015,2023M6,33914,4015
HDP24-24-31PE-L017,2023M6,89869,11430
HDP24-24-31PT,2023M6,70932,12011
HDP24-24-31PT-L015,2023M6,1363,122
HDP24-24-31PT-L017,2023M6,10611,1139
HDP24-24-31SE,2023M6,59287,9208
HDP24-24-31SE-L015,2023M6,3789,409
HDP24-24-31SE-L017,2023M6,48349,5512
HDP24-24-31ST,2023M6,49889,8476
HDP24-24-31ST-L017,2023M6,3922,486
HDP24-24-33PN,2023M6,3130,384
HDP24-24-33SN,2023M6,1650,156
HDP24-24-33SN-L015,2023M6,1044,100
HDP24-24-33SN-L017,2023M6,331,49
HDP24-24-35PE,2023M6,15081,2130
HDP24-24-35PE-L015,2023M6,5511,548
HDP24-24-35PE-L017,2023M6,3993,607
HDP24-24-35PN,2023M6,23437,3572
HDP24-24-35PN-L015,2023M6,931,99
HDP24-24-35PN-L017,2023M6,1302,176
HDP24-24-35SE,2023M6,1079,100
HDP24-24-35SN-L017,2023M6,196,20
HDP24-24-47PE,2023M6,101909,15997
HDP24-24-47PE-L015,2023M6,10571,1051
HDP24-24-47PE-L017,2023M6,100142,14946
HDP24-24-47SE,2023M6,102310,12944
HDP24-24-47SE-L015,2023M6,836,78
HDP24-24-47SE-L017,2023M6,18949,2022
HDP24-24-7PN-C038,2023M6,24825,3010
HDP24-24-91PE-L015,2023M6,8351,734
HDP24-24-91PN-P064,2023M6,7640,704
HDP24-24-9PE,2023M6,31720,5613
HDP24-24-9PE-L015,2023M6,1456,157
HDP24-24-9PE-L017,2023M6,7219,1008
HDP24-24-9PN,2023M6,20808,2899
HDP24-24-9SE,2023M6,6713,745
HDP24-24-9SN,2023M6,1498,248
HDP24-24-9SN-L015,2023M6,1803,300
HDP26-18-14PE,2023M6,5505,706
HDP26-18-14PE-L017,2023M6,152015,39789
HDP26-18-14PN,2023M6,12529,1924
HDP26-18-14SE,2023M6,24252,3889
HDP26-18-14SE-L015,2023M6,5647,683
HDP26-18-14SE-L017,2023M6,58144,7690
HDP26-18-14SN,2023M6,15611,2479
HDP26-18-14SN-L017,2023M6,8848,1206
HDP26-18-20PN,2023M6,1538,161
HDP26-18-20SE,2023M6,3338,479
HDP26-18-20SE-L017,2023M6,14522,1429
HDP26-18-20SN,2023M6,24500,4122
HDP26-18-20SN-L017,2023M6,519,57
HDP26-18-21PN,2023M6,12308,1538
HDP26-18-21PN-L017,2023M6,2949,350
HDP26-18-21SN,2023M6,94273,11233
HDP26-18-21SN-L017,2023M6,19032,1835
HDP26-18-6SN,2023M6,21954,3586
HDP26-18-6SN-C030,2023M6,21742,2904
HDP26-18-6SN-L017,2023M6,22273,2825
HDP26-18-8PN,2023M6,15677,2209
HDP26-18-8PN-L017,2023M6,4557,502
HDP26-18-8SE,2023M6,6107,825
HDP26-18-8SE-L017,2023M6,15044,2059
HDP26-18-8SN,2023M6,8746,1120
HDP26-24-14PN,2023M6,21701,2693
HDP26-24-14SE-L017,2023M6,1181,151
HDP26-24-14SN,2023M6,5008,617
HDP26-24-14SN-L015,2023M6,134,10
HDP26-24-14SN-L017,2023M6,233,15
HDP26-24-16PE-L015,2023M6,2139,282
HDP26-24-16PE-L017,2023M6,7853,656
HDP26-24-16PN,2023M6,719,63
HDP26-24-16PN-L015,2023M6,4078,401
HDP26-24-16SE,2023M6,47006,6183
HDP26-24-16SE-L015,2023M6,4952,545
HDP26-24-16SE-L017,2023M6,12868,1631
HDP26-24-16SN,2023M6,9071,1076
HDP26-24-16SN-L015,2023M6,100,6
HDP26-24-16SN-L017,2023M6,77,7
HDP26-24-18PE-L017,2023M6,3150,245
